,time,thread,thread_n,processing_unit,total_frames,fps_mean,fps_max,fps_min,label_count_mean,overall_time
0,423.6743497848511,0.0,1,cpu,341.0,12.699825953335754,15.384615384615383,1.7921146953405016,2.1524926686217007,423.6750557422638
0,397.6441493034363,0.0,1,cuda,341.0,72.19969361386113,90.90909090909092,2.288329519450801,2.1524926686217007,397.64543986320496
